id,Leave_Next_Month,Gender,Pensioner,Married,Children,Months_with_company,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Type_contract,Paperless_Billing,Payment_Method,Monthly_Payment,Total_Payment
1660,0,M,0,Y,N,47,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_electron,25.4,1139.2
1664,1,F,0,N,N,46,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,N,Bank_transfer_auto,96.05,4399.5
1665,0,F,0,N,N,9,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,76.85,663.55
1668,0,F,0,N,N,45,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Per_month,Y,Check_electron,115.65,5125.5
1670,1,M,1,N,Y,1,Y,N,DSL,N,N,Y,N,N,N,Per_month,Y,Check_mailed,50.15,50.15
1671,0,M,0,Y,Y,66,Y,N,Fiber optic,Y,Y,Y,N,Y,Y,Year-1,Y,Bank_transfer_auto,103.15,7031.3
1672,0,M,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,N,N,Year-2,N,Credit_card_auto,72.1,5016.65
1674,0,F,0,Y,Y,23,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,25.1,611.45
1675,1,F,0,N,N,29,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,78.9,2384.15
1676,0,F,0,N,N,4,Y,Y,Fiber optic,Y,N,N,N,N,N,Per_month,Y,Check_electron,80.15,319.85
1678,0,F,1,Y,N,67,Y,Y,Fiber optic,Y,Y,Y,Y,N,Y,Year-1,Y,Credit_card_auto,105.4,7035.6
1681,0,F,0,Y,N,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,25.0,1849.2
1682,0,M,0,Y,N,72,Y,Y,DSL,Y,Y,Y,N,Y,Y,Year-2,Y,Check_electron,85.25,6083.1
1685,0,M,1,Y,N,27,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,70.55,1943.9
1691,0,M,0,Y,Y,60,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.65,1161.75
1692,0,M,0,Y,Y,39,N,No_phone,DSL,N,N,N,N,N,N,Year-1,Y,Credit_card_auto,25.25,947.75
1693,0,M,0,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,114.45,8375.05
1694,1,F,0,N,N,1,N,No_phone,DSL,N,N,N,N,Y,N,Per_month,Y,Check_electron,34.7,34.7
1696,1,M,0,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,85.3,264.8
1697,0,F,0,Y,Y,63,Y,N,DSL,Y,Y,Y,Y,Y,N,Year-2,N,Credit_card_auto,75.55,4707.85
1700,0,M,0,N,N,47,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,20.45,943
1703,0,M,0,N,N,11,N,No_phone,DSL,N,Y,N,Y,N,N,Per_month,Y,Check_electron,35.65,425.1
1704,1,M,0,N,Y,1,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,99.75,99.75
1705,0,F,1,Y,N,55,Y,Y,Fiber optic,N,Y,Y,Y,N,N,Per_month,N,Check_electron,90.45,5044.8
1706,0,M,0,N,N,69,Y,Y,Fiber optic,N,Y,Y,Y,Y,N,Year-2,Y,Credit_card_auto,97.65,6743.55
1709,0,M,1,N,N,30,Y,Y,DSL,N,N,Y,Y,Y,N,Year-2,Y,Credit_card_auto,69.1,2093.9
1712,0,F,0,N,N,29,Y,Y,DSL,N,Y,N,N,N,N,Year-1,Y,Check_electron,55.25,1620.2
1713,0,M,0,Y,N,52,Y,Y,DSL,N,Y,N,Y,N,N,Per_month,N,Bank_transfer_auto,61.35,3169.55
1714,0,M,0,N,N,68,Y,Y,DSL,Y,Y,Y,N,N,Y,Year-1,N,Credit_card_auto,76.75,5233.25
1716,0,M,0,N,N,8,Y,N,DSL,N,N,N,N,N,Y,Per_month,Y,Credit_card_auto,54.75,438.05
1717,0,M,0,Y,N,72,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.7,1421.9
1718,0,F,0,N,N,17,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,19.9,323.15
1720,0,F,1,N,N,2,Y,N,Fiber optic,N,Y,N,N,Y,N,Per_month,Y,Bank_transfer_auto,83.8,163.7
1722,0,F,0,N,N,51,N,No_phone,DSL,N,Y,Y,N,Y,Y,Year-1,Y,Credit_card_auto,56.4,2928.5
1724,0,F,0,Y,N,3,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,N,Check_electron,94.9,273.2
1725,0,F,1,N,N,17,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,94.2,1608.15
1726,0,M,0,Y,N,30,Y,Y,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,49.9,1441.95
1727,0,M,0,N,N,31,Y,Y,DSL,N,Y,N,Y,Y,N,Per_month,Y,Check_electron,71.05,2168.15
1729,0,M,0,Y,N,64,Y,Y,Fiber optic,Y,Y,Y,N,N,N,Year-1,N,Bank_transfer_auto,89.45,5692.65
1731,1,F,1,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.6,69.6
1732,0,M,1,Y,Y,61,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Year-1,N,Check_electron,99.0,5969.3
1733,0,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.05,19.05
1734,1,M,0,N,N,9,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,Y,Check_electron,45.4,418.8
1735,0,M,0,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,N,Bank_transfer_auto,114.45,8100.55
1736,1,F,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.5,19.5
1738,0,F,0,Y,N,66,Y,Y,Fiber optic,N,Y,Y,Y,N,N,Year-1,Y,Bank_transfer_auto,90.55,6130.95
1741,0,M,0,N,N,16,Y,Y,DSL,N,Y,Y,N,N,Y,Per_month,Y,Bank_transfer_auto,71.4,1212.1
1742,1,F,0,N,N,2,Y,N,Fiber optic,N,Y,N,N,Y,N,Per_month,Y,Bank_transfer_auto,87.15,183.75
1743,0,M,0,Y,N,67,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,24.85,1583.5
1745,0,F,0,Y,Y,56,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,19.8,1119.9
1747,1,F,0,Y,Y,3,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Bank_transfer_auto,84.75,264.85
1749,0,M,1,N,N,52,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Per_month,Y,Check_electron,110.75,5832
1750,0,F,0,N,N,50,Y,N,Fiber optic,N,N,Y,Y,N,Y,Year-2,Y,Bank_transfer_auto,89.7,4304.5
1752,0,M,0,Y,N,27,Y,N,DSL,Y,N,N,N,N,N,Year-1,N,Credit_card_auto,48.7,1421.75
1753,0,F,1,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,N,N,Year-2,Y,Bank_transfer_auto,96.6,6827.5
1754,0,M,0,N,N,62,Y,N,DSL,Y,Y,N,N,Y,Y,Year-1,Y,Credit_card_auto,74.3,4698.05
1761,0,M,0,N,N,58,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,24.45,1513.6
1762,0,M,0,Y,Y,35,Y,Y,Fiber optic,N,Y,N,N,Y,N,Per_month,Y,Bank_transfer_auto,89.65,3161.6
1764,0,M,0,Y,Y,63,Y,Y,DSL,Y,N,Y,Y,N,Y,Year-2,N,Check_mailed,75.7,4676.7
1765,0,F,0,Y,N,58,Y,Y,Fiber optic,Y,Y,Y,N,Y,Y,Year-1,Y,Credit_card_auto,110.65,6526.65
1766,0,F,0,Y,Y,27,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,20.55,583.3
1767,0,F,0,Y,N,71,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,115.15,8078.1
1768,0,F,0,N,N,63,Y,N,DSL,N,N,Y,N,N,Y,Year-1,N,Credit_card_auto,58.55,3503.5
1769,0,M,0,Y,N,71,Y,Y,Fiber optic,N,Y,Y,N,N,Y,Per_month,Y,Bank_transfer_auto,93.25,6669.45
1771,1,M,1,N,N,13,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,90.5,1201.15
1775,0,M,1,N,N,65,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Year-2,Y,Check_electron,109.05,7108.2
1776,0,M,1,Y,N,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,25.0,1802.55
1777,0,F,0,N,N,28,Y,Y,DSL,N,N,N,Y,N,N,Per_month,Y,Credit_card_auto,54.9,1505.15
1779,0,F,0,N,N,2,Y,N,Fiber optic,Y,Y,N,N,Y,N,Per_month,Y,Check_electron,91.15,168.5
1780,1,F,0,N,Y,18,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,20.15,390.85
1785,0,M,0,Y,Y,68,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,92.2,6392.85
1786,1,F,0,N,N,38,Y,N,Fiber optic,N,Y,Y,Y,N,N,Per_month,Y,Credit_card_auto,84.25,3264.5
1787,0,F,1,Y,N,42,Y,Y,Fiber optic,Y,N,Y,N,Y,Y,Year-1,Y,Bank_transfer_auto,105.2,4599.15
1788,0,F,0,Y,N,57,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Bank_transfer_auto,19.6,1134.25
1789,0,M,0,Y,N,54,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,N,Check_electron,30.4,1621.35
1790,1,F,0,N,N,12,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,N,Bank_transfer_auto,78.1,947.3
1791,0,F,0,Y,N,44,Y,N,DSL,Y,Y,Y,N,N,N,Year-1,Y,Check_mailed,61.5,2722.2
1793,0,M,0,Y,Y,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,24.75,1769.6
1797,0,F,0,N,N,30,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.4,578.5
1798,0,M,0,N,N,35,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Bank_transfer_auto,26.2,954.9
1800,0,M,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,43.85,43.85
1801,0,M,0,N,N,22,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,69.7,1490.4
1802,0,M,0,Y,Y,7,N,No_phone,DSL,Y,Y,Y,N,N,N,Year-2,N,Check_mailed,38.55,280
1804,0,F,0,Y,Y,34,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.65,716.4
1805,0,M,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,N,N,N,Year-2,N,Credit_card_auto,64.45,4720
1806,0,M,0,Y,Y,36,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,25.1,930.95
1807,1,F,0,N,N,1,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,N,Check_electron,76.35,76.35
1809,1,M,1,Y,N,32,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,85.0,2642.05
1810,0,F,0,Y,Y,71,Y,Y,Fiber optic,Y,Y,Y,Y,N,N,Year-1,Y,Credit_card_auto,95.15,6770.85
1811,0,F,1,N,N,23,Y,Y,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_mailed,79.35,1835.3
1813,0,M,0,N,N,1,Y,N,DSL,N,N,Y,Y,Y,Y,Per_month,Y,Check_electron,75.5,75.5
1815,0,F,0,Y,N,72,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,20.5,1502.25
1818,0,M,0,Y,Y,60,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,N,Bank_transfer_auto,74.35,4453.3
1819,0,F,0,Y,Y,61,N,No_phone,DSL,N,Y,Y,Y,Y,N,Year-2,N,Credit_card_auto,51.35,3244.4
1820,0,F,0,Y,N,6,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,45.65,323.45
1821,1,M,1,Y,N,32,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,85.3,2661.1
1822,1,F,0,N,Y,31,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Credit_card_auto,86.55,2697.4
1827,0,F,0,Y,Y,45,N,No_phone,DSL,Y,N,N,N,Y,Y,Per_month,Y,Bank_transfer_auto,50.9,2333.85
1828,0,M,0,N,N,42,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_electron,25.05,949.85
1830,0,M,0,N,Y,32,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.5,696.8
1831,0,F,1,Y,N,22,Y,Y,DSL,Y,Y,N,Y,N,N,Per_month,Y,Check_mailed,63.55,1381.8
1832,1,M,1,Y,N,57,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,Y,Check_electron,44.85,2572.95
1833,0,M,0,N,N,1,Y,N,DSL,Y,N,N,N,N,N,Per_month,N,Check_electron,47.95,47.95
1836,1,M,0,N,N,24,Y,N,Fiber optic,N,N,N,Y,Y,Y,Per_month,Y,Check_electron,96.0,2122.45
1839,0,F,0,N,N,4,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,25.3,116.95
1840,1,M,0,Y,Y,65,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Year-2,N,Bank_transfer_auto,108.65,6937.95
1843,0,F,0,Y,Y,71,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.7,1415.85
1845,0,M,0,N,N,69,N,No_phone,DSL,N,Y,Y,N,N,N,Year-1,Y,Bank_transfer_auto,35.75,2492.25
1847,0,F,0,Y,Y,55,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.4,1083
1848,0,F,0,N,N,38,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.3,755.5
1849,1,M,0,N,N,10,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,45.55,402.6
1850,0,F,1,Y,N,47,Y,Y,DSL,Y,Y,Y,N,N,N,Per_month,Y,Credit_card_auto,67.45,3252
1851,1,F,0,Y,N,2,N,No_phone,DSL,N,N,N,N,N,Y,Per_month,Y,Check_electron,35.1,68.75
1852,1,M,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Credit_card_auto,46.2,46.2
1853,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,45.15,45.15
1855,0,M,0,Y,Y,46,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,20.1,936.85
1856,1,F,1,N,N,38,Y,N,DSL,Y,Y,N,N,N,N,Per_month,Y,Credit_card_auto,57.15,2250.65
1860,0,M,0,Y,Y,71,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.45,1378.45
1861,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,45.95,45.95
1862,0,F,1,N,N,52,N,No_phone,DSL,N,Y,Y,Y,Y,N,Per_month,Y,Check_electron,50.5,2566.3
1864,0,F,1,Y,N,26,Y,N,DSL,N,N,Y,N,N,Y,Year-1,N,Check_mailed,60.7,1597.4
1865,0,M,1,N,N,48,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Year-1,Y,Check_electron,99.0,4744.35
1867,1,F,0,N,N,3,Y,N,Fiber optic,N,Y,N,N,Y,N,Per_month,N,Check_electron,83.75,247.25
1868,0,M,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,44.05,44.05
1872,0,F,0,Y,Y,41,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.7,804.25
1876,0,M,0,Y,N,47,Y,Y,Fiber optic,N,N,N,N,Y,Y,Year-1,Y,Credit_card_auto,95.2,4563
1880,1,M,0,N,N,2,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,86.0,165.45
1881,0,M,0,N,N,26,N,No_phone,DSL,Y,Y,N,N,N,Y,Per_month,Y,Bank_transfer_auto,44.65,1156.55
1882,0,M,0,Y,Y,29,Y,N,DSL,Y,N,N,N,N,Y,Per_month,Y,Check_mailed,60.2,1834.15
1883,1,F,1,Y,N,35,Y,Y,Fiber optic,Y,Y,N,Y,Y,N,Per_month,Y,Bank_transfer_auto,100.5,3653.35
1891,1,F,1,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,45.1,45.1
1892,0,M,1,N,N,4,N,No_phone,DSL,N,Y,N,N,Y,Y,Per_month,Y,Credit_card_auto,50.95,207.35
1894,0,F,0,Y,N,46,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,Y,Check_electron,43.95,2007.85
1898,1,F,1,N,N,5,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,78.95,378.4
1901,0,F,0,N,N,12,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_electron,20.15,260.7
1902,0,M,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,90.6,6441.85
1903,0,M,0,N,N,3,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,92.0,266.8
1904,1,M,0,N,N,56,Y,Y,Fiber optic,N,Y,N,Y,N,Y,Per_month,Y,Check_electron,94.45,5124.6
1905,0,F,0,N,N,41,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,24.85,962.25
1906,0,M,0,N,N,40,N,No_phone,DSL,N,Y,N,Y,N,N,Year-1,N,Credit_card_auto,36.0,1382.9
1910,0,F,0,Y,Y,5,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,Y,Check_electron,30.5,167.2
1911,0,F,0,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,N,Year-2,N,Credit_card_auto,106.1,7657.4
1914,0,F,0,N,N,3,Y,Y,DSL,N,N,N,Y,Y,N,Per_month,N,Check_electron,64.6,174.2
1915,0,M,0,N,N,24,Y,N,DSL,N,N,N,Y,N,N,Per_month,Y,Credit_card_auto,51.1,1269.6
1917,0,F,1,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,89.1,6352.4
1921,0,M,0,Y,Y,70,Y,Y,DSL,N,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,85.95,5931.75
1926,1,M,0,Y,Y,49,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,99.8,4872.45
1927,1,M,0,Y,Y,47,Y,Y,Fiber optic,N,N,Y,Y,Y,Y,Per_month,Y,Bank_transfer_auto,107.35,5118.95
1929,0,M,0,Y,Y,1,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,81.05,81.05
1930,0,M,0,N,N,3,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_electron,20.5,76.95
1931,0,F,0,Y,N,53,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,111.8,5809.75
1933,0,M,0,N,N,20,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,Y,Check_mailed,19.7,415.9
1934,1,F,0,N,N,3,Y,N,Fiber optic,Y,Y,N,N,N,N,Per_month,Y,Check_electron,79.1,246.5
1941,0,M,0,N,N,3,Y,N,DSL,N,N,N,N,N,Y,Per_month,N,Check_mailed,54.65,189.1
1946,0,M,0,Y,Y,55,Y,Y,Fiber optic,N,N,Y,N,Y,N,Per_month,Y,Credit_card_auto,90.4,5099.15
1948,1,F,0,N,N,2,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,80.75,159.45
1951,0,M,0,Y,N,14,Y,N,DSL,N,N,Y,N,N,N,Per_month,N,Credit_card_auto,50.2,668.85
1952,0,F,0,Y,Y,20,Y,Y,Fiber optic,N,N,Y,Y,N,Y,Per_month,Y,Bank_transfer_auto,95.5,1916.2
1953,1,M,0,N,Y,1,Y,N,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,75.35,75.35
1954,1,M,0,N,N,1,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,75.45,75.45
1955,0,F,0,Y,Y,49,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Bank_transfer_auto,95.4,4613.95
1956,0,F,0,N,N,72,Y,Y,Fiber optic,Y,Y,Y,N,Y,N,Year-2,Y,Bank_transfer_auto,101.3,7261.25
1957,0,F,0,Y,N,46,Y,Y,DSL,Y,N,N,N,N,N,Per_month,N,Check_electron,53.1,2459.8
1958,0,M,0,N,N,24,Y,Y,Fiber optic,N,Y,Y,N,N,N,Per_month,Y,Bank_transfer_auto,84.85,2048.8
1959,0,F,0,Y,Y,5,N,No_phone,DSL,N,Y,N,Y,N,N,Per_month,N,Check_electron,34.25,163.55
1960,0,F,0,Y,Y,33,Y,Y,Fiber optic,N,Y,Y,Y,N,N,Per_month,N,Credit_card_auto,88.6,2888.7
1961,0,F,0,N,N,42,Y,Y,DSL,Y,Y,N,N,N,N,Year-1,Y,Bank_transfer_auto,60.15,2421.6
1962,0,M,0,N,N,23,Y,N,Fiber optic,Y,N,Y,N,Y,Y,Year-1,Y,Credit_card_auto,99.95,2292.75
1963,0,M,0,N,N,8,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Bank_transfer_auto,70.7,553.4
1964,0,M,0,N,N,66,Y,N,DSL,Y,Y,N,N,N,N,Year-1,Y,Check_mailed,54.8,3465.7
1968,0,F,0,N,N,53,Y,N,Fiber optic,N,Y,Y,N,Y,Y,Year-1,Y,Check_mailed,100.3,5200.8
1970,1,F,0,Y,N,7,Y,N,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,81.1,576.65
1972,0,F,0,Y,Y,23,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,85.6,1868.4
1973,0,M,0,Y,Y,72,Y,N,DSL,Y,N,Y,Y,Y,Y,Year-2,Y,Check_electron,80.8,5728.55
1976,1,M,1,N,N,1,Y,Y,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,93.55,93.55
1981,1,F,0,Y,N,58,Y,Y,Fiber optic,N,N,Y,Y,Y,Y,Per_month,Y,Credit_card_auto,102.1,5885.4
1983,0,M,0,Y,N,27,Y,Y,DSL,Y,N,N,Y,Y,Y,Year-1,N,Check_mailed,80.85,2204.35
1985,1,F,0,Y,Y,12,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,N,Check_mailed,29.2,309.1
1986,0,F,0,Y,Y,69,Y,Y,Fiber optic,N,Y,N,Y,N,Y,Year-2,Y,Bank_transfer_auto,93.3,6398.05
1987,1,F,0,Y,Y,25,Y,N,Fiber optic,N,Y,Y,N,Y,N,Per_month,Y,Bank_transfer_auto,89.15,2257.75
1989,0,F,0,Y,Y,35,N,No_phone,DSL,Y,N,N,Y,Y,N,Year-2,Y,Credit_card_auto,46.35,1662.05
1993,1,F,0,Y,Y,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,45.7,45.7
1995,1,F,1,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.95,69.95
1996,0,M,0,Y,Y,67,Y,N,DSL,Y,N,Y,Y,N,Y,Year-2,N,Check_mailed,67.85,4627.65
1998,1,F,0,Y,N,2,N,No_phone,DSL,N,N,N,N,Y,Y,Per_month,N,Check_electron,44.6,97.1
2000,0,F,1,N,N,9,Y,N,Fiber optic,N,N,Y,N,N,N,Per_month,N,Credit_card_auto,75.5,637.4
2005,1,F,0,Y,Y,49,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Year-1,N,Check_mailed,100.45,4941.8
2006,1,M,0,N,N,5,Y,Y,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,47.15,223.15
2007,1,M,0,N,N,2,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,80.2,181.1
2008,1,F,0,N,Y,4,Y,Y,Fiber optic,N,N,Y,Y,N,N,Per_month,Y,Check_mailed,87.1,341.45
2011,0,M,0,Y,Y,53,Y,Y,DSL,Y,N,Y,Y,Y,Y,Per_month,N,Check_electron,85.7,4616.1
2013,0,F,0,N,Y,31,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,20.1,589.25
2014,0,M,0,Y,Y,13,Y,N,DSL,N,Y,Y,Y,N,N,Per_month,N,Bank_transfer_auto,61.8,750.1
2015,0,F,0,Y,Y,28,Y,Y,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,49.9,1410.25
2017,0,M,0,Y,N,38,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,20.4,743.5
2018,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,45.3,45.3
2019,1,M,0,Y,N,67,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Year-1,N,Check_electron,104.1,7040.85
2022,0,F,0,N,N,16,Y,N,Fiber optic,N,Y,N,N,N,Y,Per_month,Y,Check_electron,86.25,1340.1
2023,1,F,1,Y,N,5,Y,Y,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,81.0,371.65
2028,0,F,0,N,N,15,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,19.6,331.6
2029,1,M,0,Y,N,67,Y,N,Fiber optic,Y,Y,N,N,N,Y,Year-1,Y,Credit_card_auto,90.6,6056.15
2030,0,M,0,N,Y,2,Y,Y,DSL,Y,Y,N,N,N,N,Per_month,N,Bank_transfer_auto,60.95,134.6
2032,1,F,0,Y,N,15,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,N,Check_electron,88.15,1390.6
2034,0,M,0,Y,Y,41,Y,N,DSL,Y,Y,Y,N,N,N,Year-1,Y,Bank_transfer_auto,60.3,2511.3
